data_format,name,evaluation,size,tag,browse,price,trade,trade_year,type,file_type,trade_mouth,time,trade_week
xlsx,全国中国铁通位置数据,5,309KB,位置地图,25746,327.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国麦当劳位置数据,5,279KB,位置地图,28505,293.0元,0,0,数据包,文本,0,2016.06-2017.03,0
XLSX,全国肯德基位置数据,5,562KB,位置地图,27012,595.0元,1,0,数据包,文本,0,2016.11-2017.10,0
XLSX,全国永和豆浆位置数据,5,189KB,位置地图,24364,185.0元,0,0,数据包,文本,0,2016.05-2017.04,0
xlsx,全国游泳馆位置数据,5,1.0MB,位置地图,27945,1079.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国殡仪馆位置数据,5,213KB,位置地图,24577,233.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国公墓位置数据,5,300KB,位置地图,25151,346.0元,1,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国陵园位置数据,5,290KB,位置地图,25203,330.0元,1,0,数据包,文本,0,2016.11-2017.11,0
XLSX,全国必胜客位置数据,5,209KB,位置地图,28202,202.0元,0,0,数据包,文本,0,2016.10-2017.05,0
xlsx,全国专利事务所位置数据,5,176KB,位置地图,24000,172.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国评估事务所位置数据,5,832KB,位置地图,28432,921.0元,0,0,数据包,文本,0,2016.11-2017.11,0
,企业涉诉信息查询索引,4,,司法,22080,0.40元/次,0,0,API数据,,0,,0
xlsx,全国会计事务所位置数据,5,1.2MB,位置地图,24754,1340.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国交通银行位置数据,5,328KB,位置地图,23088,335.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国工商银行位置数据,5,1.6MB,位置地图,24441,1812.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国卓越教育位置数据,5,146KB,位置地图,26005,140.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国华夏银行位置数据,5,99KB,位置地图,23083,92.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国金逸电影城位置数据,5,38KB,位置地图,21496,26.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国纪念馆位置数据,5,470KB,位置地图,26576,533.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国植物园位置数据,5,127KB,位置地图,22640,137.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国学大教育位置数据,5,102KB,位置地图,27062,91.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国横店电影城位置数据,5,40KB,位置地图,27976,27.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国龙文教育位置数据,5,108KB,位置地图,21582,97.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国新东方位置数据,5,166KB,位置地图,25694,161.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国星美国际影城位置数据,5,51KB,位置地图,27589,37.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国水族馆位置数据,5,103KB,位置地图,20740,99.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国世界遗产景点位置数据,5,18KB,位置地图,26070,12.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国火车站点位置数据,5,461KB,位置地图,23878,580.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国清真寺教堂寺庙道观位置数据,5,2.8MB,位置地图,23331,3817.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国民航机场位置数据,5,55KB,位置地图,25513,45.0元,1,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国动物园位置数据,5,115KB,位置地图,25795,140.0元,0,0,数据包,文本,0,2015.10-2016.10,0
xlsx,全国博物馆位置数据,5,526KB,位置地图,28308,568.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国公园位置数据,5,1.6MB,位置地图,26392,2058.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国港口码头位置数据,5,298KB,位置地图,22050,361.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国度假村位置数据,5,960KB,位置地图,27511,1059.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国云贵菜系餐馆位置数据,5,1.9MB,位置地图,21439,2128.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国浙江菜系餐馆位置数据,5,1.1MB,位置地图,29887,1198.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国大众汽车特约维修点位置数据,5,411KB,位置地图,25869,405.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国福特汽车特约维修点位置数据,5,134KB,位置地图,23518,113.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国汽车救援点位置数据,5,100KB,位置地图,28796,92.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国台湾菜品餐馆位置数据,5,537KB,位置地图,24737,545.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国奥迪汽车特约维修点位置数据,5,161KB,位置地图,23834,153.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国标致雪铁龙汽车特约维修点,5,121KB,位置地图,24929,105.0元,0,0,数据包,文本,0,2016.11-2017.11,0
,全球专利检索,5,,知识产权,22075,0.080元/次,20000,20000,API数据,,0,,0
xlsx,全国证券公司位置数据,5,493KB,位置地图,29570,517.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国汽车俱乐部位置数据,5,505KB,位置地图,27850,533.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国汽车充电站位置数据,5,1.0MB,位置地图,20309,1275.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国汽车加气站位置数据,5,617KB,位置地图,28626,718.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国汽车站位置数据,5,1.3MB,位置地图,21965,1616.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国中国石油加油站位置数据,5,2.1MB,位置地图,28603,2479.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国中国石化加油站位置数据,5,3.0MB,位置地图,29676,3558.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国展览馆位置数据,5,698KB,位置地图,29403,776.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国报社位置数据,5,621KB,位置地图,28174,706.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国证券营业厅位置数据,5,474KB,位置地图,29043,483.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国电台广播位置数据,5,90KB,位置地图,24869,84.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国出版社位置数据,5,164KB,位置地图,27013,170.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国电视台位置数据,5,454KB,位置地图,21138,499.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国传媒机构位置数据,5,2.3MB,位置地图,26659,2651.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国科技馆位置数据,5,126KB,位置地图,23165,119.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国残障/无障碍洗手间位置数据,5,214KB,位置地图,21479,320.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国会展中心位置数据,5,1.1MB,位置地图,25960,1299.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国林场企业基地位置数据,5,1.4MB,产业经济,28338,2011.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国牧场企业基地位置数据,5,320KB,位置地图,30123,382.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国渔场企业基地位置数据,5,131KB,位置地图,23984,129.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国农场企业基地位置数据,5,1.1MB,位置地图,24118,1397.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国长安汽车维修点位置数据,5,139KB,位置地图,28601,136.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国现代汽车特约维修点位置数据,5,130KB,位置地图,25788,115.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国通用汽车特约维修点位置数据,5,167KB,位置地图,24581,146.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国花卉苗圃企业基地位置数据,5,503KB,位置地图,23185,565.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国家禽养殖企业基地位置数据,5,176KB,产业经济,21405,174.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国品牌皮具店位置数据,5,599KB,位置地图,29087,711.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国花鸟鱼虫市场位置数据,5,823KB,位置地图,27212,932.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国上海华联超市位置数据,5,114KB,位置地图,21315,119.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国屈臣氏店铺位置数据,5,281KB,位置地图,20937,290.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国品牌箱包店位置数据,5,261KB,位置地图,27817,324.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国7-ELEVEn便利店位置数据,5,108KB,位置地图,22521,109.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国水果企业种植基地位置数据,5,359KB,位置地图,29055,370.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国蔬菜企业生产基地位置数据,5,212KB,产业经济,22407,205.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国华润万家商场位置数据,5,194KB,位置地图,29085,194.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国典当行位置数据,5,959KB,位置地图,20760,1065.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国拍卖行位置数据,5,231KB,位置地图,28499,238.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国苏宁易购商场位置数据,5,307KB,位置地图,29514,302.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国宠物市场位置数据,5,1.7MB,位置地图,29550,1940.0元,1,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国国美电器商场位置数据,5,178KB,位置地图,26972,164.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国宠物用品店位置数据,5,1.7MB,位置地图,22830,1844.0元,1,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国阿迪达斯专卖店位置数据,5,381KB,位置地图,21187,430.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国潮州菜餐馆位置数据,5,1.6MB,位置地图,28708,1782.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国紧急避难所位置数据,5,941KB,位置地图,27516,1249.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国安徽（徽菜）餐馆位置数据,5,1.2MB,位置地图,21547,1475.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国东北菜餐馆位置数据,5,2.3MB,位置地图,28431,2638.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国速8酒店位置数据,5,125KB,位置地图,24515,138.0元,1,0,数据包,文本,0,2017.06-2017.11,0
xlsx,全国自来水公司营业厅位置数据,5,502KB,位置地图,22239,585.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xls,【台州市】母婴用品店铺位置数据,5,647KB,位置地图,21765,1000.0元,0,0,数据包,文本,0,2017.01-2017.10,0
xlsx,全国吉利汽车特约销售点位置数据,5,229KB,位置地图,24584,225.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国江淮汽车销售点位置数据,5,198KB,位置地图,21277,200.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国宝马汽车特约销售点位置数据,5,62KB,位置地图,21913,51.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国福特汽车特约销售点位置数据,5,203KB,位置地图,21071,192.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国本田汽车特约销售点位置数据,5,125KB,位置地图,25879,116.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国奥迪汽车特约销售点位置数据,5,73KB,位置地图,29272,65.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国丰田汽车特约销售点位置数据,5,160KB,位置地图,27843,149.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国大众汽车特约销售点位置数据,5,276KB,位置地图,30092,274.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国东风汽车特约销售点位置数据,5,406KB,位置地图,25179,424.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国北京汽车销售点位置数据,5,112KB,位置地图,26294,101.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全标致雪铁龙汽车特约销售点位置数据,5,164KB,位置地图,22175,160.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国起亚汽车特约销售点位置数据,5,152KB,位置地图,26399,149.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国奇瑞汽车特约销售点位置数据,5,209KB,位置地图,23165,205.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国长安汽车特约销售点位置数据,5,516KB,位置地图,22597,547.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国现代汽车特约销售点位置数据,5,161KB,位置地图,20991,155.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国日产汽车特约销售点位置数据,5,204KB,位置地图,28587,196.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国通用汽车特约销售点位置数据,5,398KB,位置地图,22115,422.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国荣威汽车特约销售点位置数据,5,48KB,位置地图,22351,39.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国三菱汽车特约销售点位置数据,5,76KB,位置地图,22659,67.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国巴西菜餐厅位置数据,5,57KB,位置地图,23752,47.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国德系菜品餐厅位置数据,5,57KB,位置地图,28502,48.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国茶餐厅位置数据,5,1.0MB,位置地图,30066,1093.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国法系菜品餐厅位置数据,5,72KB,位置地图,27610,59.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国长城汽车特约销售点位置数据,5,103KB,位置地图,24750,97.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国泰国/越南菜系餐厅位置数据,5,207KB,位置地图,28518,198.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国江苏菜餐馆位置数据,5,191KB,位置地图,28433,201.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国福建菜餐馆位置数据,5,756KB,位置地图,26280,884.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国太平洋咖啡厅位置数据,5,41KB,位置地图,26139,32.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国一汽解放汽车销售点位置数据,5,59KB,位置地图,29015,53.0元,0,0,数据包,文本,0,2016.11-2017.11,0
xlsx,全国北京菜餐馆位置数据,5,1.2MB,位置地图,21063,1296.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国上海菜餐馆位置数据,5,556KB,位置地图,22386,601.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国山东鲁菜餐馆位置数据,5,504KB,位置地图,28532,535.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,全国老字号餐馆位置数据,5,99KB,位置地图,25216,99.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国湖北鄂菜餐馆位置数据,5,371KB,位置地图,21872,394.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国广东粤菜餐馆位置数据,5,1.3MB,位置地图,30059,1392.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,山西省加油站位置信息数据,5,354KB,位置地图,25685,398.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国意式菜品餐厅位置数据,5,417KB,位置地图,27510,408.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,全国西北菜系餐馆位置数据,5,1.2MB,位置地图,24027,1311.0元,0,0,数据包,文本,0,2016.10-2017.11,0
xlsx,云南省旅游景点位置信息数据,5,540KB,位置地图,22889,665.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,河南省旅游景点位置信息数据,5,676KB,位置地图,23608,890.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,黑龙江省汽车租赁公司位置信息数据,5,164KB,位置地图,24085,170.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,新疆维吾尔自治区加油站位置信息数据,5,187KB,位置地图,25285,181.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,广西壮族自治区停车场位置信息数据,5,1.1MB,位置地图,27725,1647.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,内蒙古自治区汽车租赁公司位置信息数据,5,145KB,位置地图,20335,152.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,河南省洗车行位置信息数据,5,189KB,位置地图,27696,206.0元,0,0,数据包,文本,0,2016.11-2017.10,0
Excel,电商顾客评价评论数据,5,124KB,电子商务,22971,3000.0元,0,0,数据包,文本,0,2017.01-2017.11,0
xlsx,吉林省洗车行位置信息数据,5,217KB,位置地图,25632,249.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,山东省小学学校位置信息数据,5,667KB,位置地图,27466,850.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河北省小学学校位置信息数据,5,769KB,位置地图,23979,1015.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,浙江省汽车租赁公司位置信息数据,5,324KB,位置地图,22857,360.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,福建省二手车交易市场位置信息数据,5,242KB,位置地图,23220,267.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,河南省二手车交易市场位置信息数据,5,221KB,位置地图,22941,244.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,河北省二手车交易市场位置信息数据,5,236KB,位置地图,21145,267.0元,0,0,数据包,文本,0,2016.11-2017.10,0
xlsx,北京市高等院校位置信息数据,5,174KB,位置地图,21161,200.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,江西省中学学校位置信息数据,5,212KB,位置地图,27029,247.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,广东省高等院校位置信息数据,5,198KB,位置地图,24829,222.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,上海市高等院校位置信息数据,5,139KB,位置地图,20630,157.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,四川省中学学校位置信息数据,5,316KB,位置地图,26619,375.0元,0,0,数据包,文本,0,2016.10-2017.10,0
Excel,电商数据评论定制采集,5,9.4MB,电子商务,27467,3000.0元,0,0,数据包,文本,0,2017.01-2017.11,0
xlsx,山东省中学学校位置信息数据,5,342KB,位置地图,21034,411.0元,0,0,数据包,文本,0,2016.10-2017.10,0
Excel,电商评价顾客评论数据周,5,124KB,电子商务,22064,2000.0元,0,0,数据包,文本,0,2017.01-2017.11,0
PDF,大数据时代企业人力资源管理创新,5,1.4MB,产业经济,25602,0元报告,20,0,数据报告,文本,0,2013.11-2017.12,0
xlsx,广东省KTV位置信息数据,5,511KB,位置地图,29871,565.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,湖南省KTV位置信息数据,5,380KB,位置地图,25044,452.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,安徽省驾校位置信息数据,5,163KB,位置地图,26902,168.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省酒吧位置信息数据,5,189KB,位置地图,26263,207.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河北省驾校位置信息数据,5,247KB,位置地图,25781,281.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,吉林省宾馆酒店位置信息数据,5,681KB,位置地图,29119,756.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省驾校位置信息数据,5,167KB,位置地图,23381,177.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,甘肃省宾馆酒店位置信息数据,5,668KB,位置地图,20269,754.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,甘肃省酒吧位置信息数据,5,212KB,位置地图,20347,260.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,江西省网吧位置信息数据,5,353KB,位置地图,22942,432.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,新疆维吾尔自治区宾馆酒店位置信息数据,5,673KB,位置地图,20600,762.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,辽宁省网吧位置信息数据,5,404KB,位置地图,29710,502.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,山东省冷饮店位置信息数据,5,677KB,位置地图,29787,757.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,浙江省甜品店位置信息数据,5,298KB,位置地图,28463,320.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,山东省健身中心位置信息数据,5,329KB,位置地图,29270,355.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,山东省律师事务所位置信息数据,5,319KB,位置地图,26641,383.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,江苏省律师事务所位置信息数据,5,361KB,位置地图,30152,425.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,四川省健身中心位置信息数据,5,210KB,位置地图,28818,218.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河北省旅行社位置信息数据,5,484KB,位置地图,28569,562.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,四川省旅行社位置信息数据,5,475KB,位置地图,25095,549.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,湖北省彩票彩券销售点位置信息数据,5,678KB,位置地图,21780,988.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,广东省律师事务所位置信息数据,5,404KB,位置地图,21863,477.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,湖南省彩票彩券销售点位置信息数据,5,600KB,位置地图,25872,886.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,湖南省中国联通营业厅位置信息数据,5,193KB,位置地图,21103,231.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河南省中国电信营业厅位置信息数据,5,274KB,位置地图,25764,325.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,安徽省彩票彩券销售点位置信息数据,5,669KB,位置地图,29613,996.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河北省中国联通营业厅位置信息数据,5,231KB,位置地图,25221,271.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,山东省中国电信营业厅位置信息数据,5,302KB,位置地图,27725,348.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,四川省邮局位置信息数据,5,505KB,位置地图,21512,350.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,浙江省邮局位置信息数据,5,285KB,位置地图,26936,353.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,河北省电力营业厅位置信息数据,5,195KB,位置地图,23939,276.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,甘肃省中国移动营业厅位置信息数据,5,379KB,位置地图,20381,487.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,安徽省电力营业厅位置信息数据,5,176KB,位置地图,21175,257.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省电力营业厅位置信息数据,5,147KB,位置地图,30078,189.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,定制-宠物店位置信息数据（部分省市）,5,192KB,位置地图,21100,400.0元,1,0,数据包,文本,0,2016.12-2017.11,0
xlsx,山西省公共厕所位置信息数据,5,465KB,位置地图,30128,737.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,黑龙江省手机卖场位置信息数据,5,679KB,位置地图,26934,905.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,云南省公共厕所位置信息数据,5,1.3MB,位置地图,22489,1060.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,广东省酒吧位置信息数据,5,647KB,位置地图,27247,727.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,安徽省公共厕所位置信息数据,5,453KB,位置地图,26369,692.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,陕西省手机卖场位置信息数据,5,742KB,位置地图,26684,976.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,湖北省产业园区位置信息数据,5,187KB,位置地图,28742,239.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省产业园区位置信息数据,5,168KB,位置地图,26521,215.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,山东省商务大厦写字楼位置信息数据,5,1.1MB,位置地图,29835,702.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省商务大厦写字楼位置信息数据,5,508KB,位置地图,25999,669.0元,0,0,数据包,文本,0,2016.10-2017.10,0
DOC,企业信用 资信 征信报告,5,571KB,信用评估,25625,2000.0元,0,0,数据包,文本,0,2015.01-2017.12,0
xlsx,山东省中国移动营业厅位置信息数据,5,531KB,位置地图,26198,676.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,四川省中国移动营业厅位置信息数据,5,435KB,位置地图,27143,545.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,陕西省糕饼店位置信息数据,5,690KB,位置地图,29173,771.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,江苏省咖啡厅位置信息数据,5,684KB,位置地图,26612,747.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,浙江省咖啡厅位置信息数据,5,630KB,位置地图,23411,700.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,福建省咖啡厅位置信息数据,5,456KB,位置地图,20961,498.0元,0,0,数据包,文本,0,2016.10-2017.10,0
pdf,瓶装水用户分析报告0426,5,1.2MB,产业经济,23634,0元报告,7,0,数据报告,文本,0,2015.03-2016.04,0
xlsx,河南省小学学校位置信息数据,5,813KB,位置地图,24777,1076.0元,0,0,数据包,文本,0,2016.10-2017.10,0
PDF,看大数据时代企业员工培训的发展,5,900KB,产业经济,24435,0元报告,35,0,数据报告,文本,0,2016.12-2017.12,0
xlsx,全国骨科医院位置信息数据,5,382KB,位置地图,25836,469.0元,0,0,数据包,文本,0,2016.10-2017.10,0
PDF,从管理大数据看烟草行业员工行为规范特征,5,1.4MB,产业经济,27394,0元报告,17,0,数据报告,文本,0,2013.12-2017.12,0
xlsx,全国宠物诊所位置信息数据,5,1.3MB,位置地图,26414,1373.0元,1,0,数据包,文本,0,2016.10-2017.10,0
PDF,从煤矿安全事故数据看煤矿安全管理,5,1.7MB,产业经济,26430,0元报告,10,0,数据报告,文本,0,2016.12-2017.12,0
xlsx,全国妇科医院位置信息数据,5,562KB,位置地图,27244,672.0元,0,0,数据包,文本,0,2016.10-2017.10,0
xlsx,全国急救中心位置信息数据,5,465KB,位置地图,24405,526.0元,0,0,数据包,文本,0,2016.10-2017.10,0
